देश, 0.08199273482096522
नही, 0.04774260508562533
भारत, 0.04774260508562533
सरकार, 0.03580695381421899
पाकिस्तान, 0.03217436429683446
हिन्दू ,0.031136481577581733
साले, 0.029579657498702647
मोदी, 0.029579657498702647
लोग, 0.026466009340944473
कांग्रेस, 0.024390243902439025
पुलिस, 0.0233523611831863
नाम, 0.019719771665801765
होगा, 0.019719771665801765
बीजेपी, 0.019719771665801765
पार्टी, 0.019200830306175403
दिल्ली, 0.01868188894654904
राम, 0.01816294758692268
तेरी, 0.017644006227296314
साला, 0.017644006227296314
हमारे, 0.017644006227296314
साल, 0.017125064867669952
बना, 0.01660612350804359
काम, 0.01660612350804359
तू, 0.01660612350804359
भाई, 0.01608718214841723
लोगों, 0.01608718214841723
गांधी, 0.015568240788790867
जज, 0.015568240788790867
हिंदुओं, 0.015049299429164505
मंदिर, 0.015049299429164505
दिन, 0.015049299429164505
बन, 0.015049299429164505
चीन, 0.015049299429164505
पता, 0.01401141670991178
बेटी, 0.01401141670991178
धर्म, 0.01401141670991178
हिंदू, 0.013492475350285417
हर, 0.013492475350285417
जनता, 0.012973533990659055
नारे, 0.012973533990659055
समझ, 0.012973533990659055
नेता, 0.012973533990659055
सेना, 0.012454592631032694
वाला, 0.012454592631032694
हूं, 0.011935651271406332
हत्या, 0.011935651271406332
होगी, 0.011935651271406332
हाथ, 0.011935651271406332
विरोध, 0.011416709911779968
प्रदेश, 0.011416709911779968
